timestamp,Temperature,Humidity,Precipitation (%),UV Index,Pressure,Condition,Target_Condition,hour_of_day,day_of_week,month,day_of_month,temp_t1,humidity_t1,pressure_t1,temp_change,pressure_change
2026-03-29 19:47:50.553105,30.4,77.72,0.0,0.0,1004.97,Cloudy,Sunny,19,6,3,29,30.4,77.72,1004.96,0.0,0.009999999999990905
2026-03-29 19:47:52.614092,30.42,77.7,0.0,0.0,1004.97,Cloudy,Sunny,19,6,3,29,30.4,77.72,1004.97,0.020000000000003126,0.0
2026-03-29 19:47:54.644719,30.42,77.7,0.0,0.0,1004.97,Cloudy,Sunny,19,6,3,29,30.42,77.7,1004.97,0.0,0.0
2026-03-29 19:47:56.732352,30.42,77.7,0.0,0.0,1004.97,Cloudy,Sunny,19,6,3,29,30.42,77.7,1004.97,0.0,0.0
2026-03-29 19:47:58.773155,30.42,77.7,0.0,0.0,1004.99,Cloudy,Sunny,19,6,3,29,30.42,77.7,1004.97,0.0,0.01999999999998181
2026-03-29 19:48:03.634952,30.44,77.68,0.0,0.0,1005.0,Cloudy,Sunny,19,6,3,29,30.42,77.7,1004.99,0.019999999999999574,0.009999999999990905
2026-03-29 19:48:04.041659,30.44,77.68,0.0,0.0,1005.01,Cloudy,Sunny,19,6,3,29,30.44,77.68,1005.0,0.0,0.009999999999990905
2026-03-29 19:48:04.922174,30.46,77.64,0.0,0.0,1005.03,Cloudy,Sunny,19,6,3,29,30.44,77.68,1005.01,0.019999999999999574,0.01999999999998181
2026-03-29 19:48:07.073528,30.48,77.62,0.0,0.0,1005.02,Cloudy,Sunny,19,6,3,29,30.46,77.64,1005.03,0.019999999999999574,-0.009999999999990905
2026-03-29 19:48:09.081096,30.5,77.6,0.0,0.0,1005.02,Cloudy,Sunny,19,6,3,29,30.48,77.62,1005.02,0.019999999999999574,0.0
2026-03-29 19:48:11.176140,30.5,77.58,0.0,0.0,1005.04,Cloudy,Sunny,19,6,3,29,30.5,77.6,1005.02,0.0,0.01999999999998181
2026-03-29 19:48:13.250499,30.5,77.56,0.0,0.0,1005.06,Cloudy,Sunny,19,6,3,29,30.5,77.58,1005.04,0.0,0.01999999999998181
2026-03-29 19:48:15.220831,30.5,77.54,0.0,0.0,1005.07,Cloudy,Sunny,19,6,3,29,30.5,77.56,1005.06,0.0,0.010000000000104592
2026-03-29 19:48:18.863519,30.5,77.52,0.0,0.0,1005.09,Cloudy,Sunny,19,6,3,29,30.5,77.54,1005.07,0.0,0.01999999999998181
2026-03-29 19:48:19.430014,30.5,77.5,0.0,0.0,1005.09,Cloudy,Sunny,19,6,3,29,30.5,77.52,1005.09,0.0,0.0
2026-03-29 19:48:21.563844,30.5,77.5,0.0,0.0,1005.09,Cloudy,Sunny,19,6,3,29,30.5,77.5,1005.09,0.0,0.0
2026-03-29 19:48:23.545606,30.5,77.5,0.0,0.0,1005.08,Cloudy,Sunny,19,6,3,29,30.5,77.5,1005.09,0.0,-0.009999999999990905
2026-03-29 19:48:25.560553,30.5,77.48,0.0,0.0,1005.07,Cloudy,Sunny,19,6,3,29,30.5,77.5,1005.08,0.0,-0.009999999999990905
2026-03-29 19:48:27.583741,30.5,77.46,0.0,0.0,1005.07,Cloudy,Sunny,19,6,3,29,30.5,77.48,1005.07,0.0,0.0
2026-03-29 19:48:29.738322,30.5,77.44,0.0,0.0,1005.09,Cloudy,Sunny,19,6,3,29,30.5,77.46,1005.07,0.0,0.01999999999998181
2026-03-29 19:48:34.037826,30.5,77.42,0.0,0.0,1005.09,Cloudy,Sunny,19,6,3,29,30.5,77.44,1005.09,0.0,0.0
2026-03-29 19:48:34.598415,30.5,77.38,0.0,0.0,1005.11,Cloudy,Sunny,19,6,3,29,30.5,77.42,1005.09,0.0,0.01999999999998181
2026-03-29 19:48:35.918162,30.5,77.36,0.0,0.0,1005.12,Cloudy,Sunny,19,6,3,29,30.5,77.38,1005.11,0.0,0.009999999999990905
2026-03-29 19:48:38.225079,30.52,77.34,0.0,0.0,1005.14,Cloudy,Sunny,19,6,3,29,30.5,77.36,1005.12,0.019999999999999574,0.01999999999998181
2026-03-29 19:48:40.102643,30.54,77.32,0.0,0.0,1005.14,Cloudy,Sunny,19,6,3,29,30.52,77.34,1005.14,0.019999999999999574,0.0
2026-03-29 19:48:42.048624,30.56,77.3,0.0,0.0,1005.16,Cloudy,Sunny,19,6,3,29,30.54,77.32,1005.14,0.019999999999999574,0.01999999999998181
2026-03-29 19:48:44.269721,30.58,77.3,0.0,0.0,1005.15,Cloudy,Sunny,19,6,3,29,30.56,77.3,1005.16,0.019999999999999574,-0.009999999999990905
2026-03-29 19:48:47.116125,30.6,77.3,0.0,0.0,1005.17,Cloudy,Sunny,19,6,3,29,30.58,77.3,1005.15,0.020000000000003126,0.01999999999998181
2026-03-29 19:48:49.504684,30.6,77.3,0.0,0.0,1005.17,Cloudy,Sunny,19,6,3,29,30.6,77.3,1005.17,0.0,0.0
2026-03-29 19:48:50.365502,30.6,77.28,0.0,0.0,1005.16,Cloudy,Sunny,19,6,3,29,30.6,77.3,1005.17,0.0,-0.009999999999990905
2026-03-29 19:48:52.513566,30.6,77.26,0.0,0.0,1005.17,Cloudy,Sunny,19,6,3,29,30.6,77.28,1005.16,0.0,0.009999999999990905
2026-03-29 19:48:54.592836,30.6,77.24,0.0,0.0,1005.16,Cloudy,Sunny,19,6,3,29,30.6,77.26,1005.17,0.0,-0.009999999999990905
2026-03-29 19:48:56.915042,30.6,77.2,0.0,0.0,1005.15,Cloudy,Sunny,19,6,3,29,30.6,77.24,1005.16,0.0,-0.009999999999990905
2026-03-29 19:48:58.581106,30.6,77.16,0.0,0.0,1005.15,Cloudy,Sunny,19,6,3,29,30.6,77.2,1005.15,0.0,0.0
2026-03-29 19:49:00.577177,30.6,77.14,0.0,0.0,1005.16,Cloudy,Sunny,19,6,3,29,30.6,77.16,1005.15,0.0,0.009999999999990905
2026-03-29 19:49:04.621159,30.6,77.12,0.0,0.0,1005.17,Cloudy,Sunny,19,6,3,29,30.6,77.14,1005.16,0.0,0.009999999999990905
2026-03-29 19:49:05.059847,30.6,77.1,0.0,0.0,1005.2,Cloudy,Sunny,19,6,3,29,30.6,77.12,1005.17,0.0,0.030000000000086402
2026-03-29 19:49:06.755593,30.6,77.1,0.0,0.0,1005.2,Cloudy,Sunny,19,6,3,29,30.6,77.1,1005.2,0.0,0.0
2026-03-29 19:49:08.971720,30.6,77.1,0.0,0.0,1005.21,Cloudy,Sunny,19,6,3,29,30.6,77.1,1005.2,0.0,0.009999999999990905
2026-03-29 19:49:10.926043,30.6,77.1,0.0,0.0,1005.21,Cloudy,Sunny,19,6,3,29,30.6,77.1,1005.21,0.0,0.0
2026-03-29 19:49:13.015364,30.6,77.12,0.0,0.0,1005.21,Cloudy,Sunny,19,6,3,29,30.6,77.1,1005.21,0.0,0.0
2026-03-29 19:49:15.087462,30.6,77.12,0.0,0.0,1005.19,Cloudy,Sunny,19,6,3,29,30.6,77.12,1005.21,0.0,-0.01999999999998181
2026-03-29 19:49:19.674726,30.6,77.12,0.0,0.0,1005.21,Cloudy,Sunny,19,6,3,29,30.6,77.12,1005.19,0.0,0.01999999999998181
2026-03-29 19:49:20.098940,30.6,77.12,0.0,0.0,1005.21,Cloudy,Sunny,19,6,3,29,30.6,77.12,1005.21,0.0,0.0
2026-03-29 19:49:21.313053,30.6,77.12,0.0,0.0,1005.21,Cloudy,Sunny,19,6,3,29,30.6,77.12,1005.21,0.0,0.0
2026-03-29 19:49:23.303948,30.6,77.08,0.0,0.0,1005.23,Cloudy,Sunny,19,6,3,29,30.6,77.12,1005.21,0.0,0.01999999999998181
2026-03-29 19:49:25.364307,30.6,77.06,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.6,77.08,1005.23,0.0,0.009999999999990905
2026-03-29 19:49:27.701968,30.6,77.0,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.6,77.06,1005.24,0.0,0.009999999999990905
2026-03-29 19:49:29.551054,30.6,76.94,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.6,77.0,1005.25,0.0,0.009999999999990905
2026-03-29 19:49:34.438075,30.6,76.88,0.0,0.0,1005.27,Cloudy,Sunny,19,6,3,29,30.6,76.94,1005.26,0.0,0.009999999999990905
2026-03-29 19:49:35.262910,30.6,76.84,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.6,76.88,1005.27,0.0,-0.009999999999990905
2026-03-29 19:49:35.810085,30.6,76.8,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.6,76.84,1005.26,0.0,0.0
2026-03-29 19:49:37.883363,30.6,76.8,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.6,76.8,1005.26,0.0,0.0
2026-03-29 19:49:39.969267,30.6,76.8,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.6,76.8,1005.26,0.0,-0.009999999999990905
2026-03-29 19:49:42.027417,30.6,76.8,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.6,76.8,1005.25,0.0,0.0
2026-03-29 19:49:44.007632,30.6,76.8,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.6,76.8,1005.25,0.0,0.0
2026-03-29 19:49:46.114518,30.6,76.84,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.6,76.8,1005.25,0.0,-0.009999999999990905
2026-03-29 19:49:49.983008,30.58,76.88,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.6,76.84,1005.24,-0.020000000000003126,0.0
2026-03-29 19:49:50.618336,30.56,76.92,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.58,76.88,1005.24,-0.019999999999999574,0.009999999999990905
2026-03-29 19:49:52.345090,30.54,76.96,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.56,76.92,1005.25,-0.019999999999999574,0.0
2026-03-29 19:49:54.381663,30.52,77.0,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.54,76.96,1005.25,-0.019999999999999574,0.0
2026-03-29 19:49:56.320837,30.5,77.02,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.52,77.0,1005.25,-0.019999999999999574,0.0
2026-03-29 19:49:58.285141,30.5,77.02,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.5,77.02,1005.25,0.0,0.0
2026-03-29 19:50:00.401378,30.5,77.04,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.5,77.02,1005.25,0.0,0.009999999999990905
2026-03-29 19:50:05.191655,30.5,77.08,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.5,77.04,1005.26,0.0,0.0
2026-03-29 19:50:05.805675,30.5,77.12,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.5,77.08,1005.26,0.0,0.0
2026-03-29 19:50:06.496331,30.5,77.14,0.0,0.0,1005.27,Cloudy,Sunny,19,6,3,29,30.5,77.12,1005.26,0.0,0.009999999999990905
2026-03-29 19:50:08.583074,30.5,77.18,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.5,77.14,1005.27,0.0,-0.009999999999990905
2026-03-29 19:50:10.707301,30.5,77.2,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.5,77.18,1005.26,0.0,0.0
2026-03-29 19:50:12.756231,30.5,77.2,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.5,77.2,1005.26,0.0,-0.009999999999990905
2026-03-29 19:50:14.907949,30.5,77.2,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.5,77.2,1005.25,0.0,0.009999999999990905
2026-03-29 19:50:19.472183,30.5,77.2,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.2,1005.26,0.0,0.01999999999998181
2026-03-29 19:50:19.989085,30.5,77.18,0.0,0.0,1005.29,Cloudy,Sunny,19,6,3,29,30.5,77.2,1005.28,0.0,0.009999999999990905
2026-03-29 19:50:21.010912,30.5,77.14,0.0,0.0,1005.29,Cloudy,Sunny,19,6,3,29,30.5,77.18,1005.29,0.0,0.0
2026-03-29 19:50:23.108175,30.5,77.1,0.0,0.0,1005.29,Cloudy,Sunny,19,6,3,29,30.5,77.14,1005.29,0.0,0.0
2026-03-29 19:50:25.102488,30.5,77.06,0.0,0.0,1005.3,Cloudy,Sunny,19,6,3,29,30.5,77.1,1005.29,0.0,0.009999999999990905
2026-03-29 19:50:27.096131,30.5,77.02,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.06,1005.3,0.0,-0.01999999999998181
2026-03-29 19:50:29.278930,30.5,77.0,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.02,1005.28,0.0,0.0
2026-03-29 19:50:31.481801,30.5,77.0,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.0,1005.28,0.0,0.0
2026-03-29 19:50:34.757213,30.5,77.0,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.0,1005.28,0.0,0.0
2026-03-29 19:50:35.413863,30.5,77.0,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.0,1005.28,0.0,0.0
2026-03-29 19:50:37.454288,30.5,77.0,0.0,0.0,1005.29,Cloudy,Sunny,19,6,3,29,30.5,77.0,1005.28,0.0,0.009999999999990905
2026-03-29 19:50:39.481331,30.5,77.02,0.0,0.0,1005.3,Cloudy,Sunny,19,6,3,29,30.5,77.0,1005.29,0.0,0.009999999999990905
2026-03-29 19:50:41.607007,30.5,77.04,0.0,0.0,1005.3,Cloudy,Sunny,19,6,3,29,30.5,77.02,1005.3,0.0,0.0
2026-03-29 19:50:43.573125,30.5,77.06,0.0,0.0,1005.3,Cloudy,Sunny,19,6,3,29,30.5,77.04,1005.3,0.0,0.0
2026-03-29 19:50:45.745242,30.5,77.08,0.0,0.0,1005.3,Cloudy,Sunny,19,6,3,29,30.5,77.06,1005.3,0.0,0.0
2026-03-29 19:50:49.597914,30.5,77.12,0.0,0.0,1005.3,Cloudy,Sunny,19,6,3,29,30.5,77.08,1005.3,0.0,0.0
2026-03-29 19:50:50.019136,30.5,77.14,0.0,0.0,1005.29,Cloudy,Sunny,19,6,3,29,30.5,77.12,1005.3,0.0,-0.009999999999990905
2026-03-29 19:50:51.828944,30.5,77.14,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.14,1005.29,0.0,-0.009999999999990905
2026-03-29 19:50:53.873741,30.48,77.18,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.5,77.14,1005.28,-0.019999999999999574,0.0
2026-03-29 19:50:56.075001,30.46,77.22,0.0,0.0,1005.25,Cloudy,Sunny,19,6,3,29,30.48,77.18,1005.28,-0.019999999999999574,-0.029999999999972715
2026-03-29 19:50:58.074511,30.44,77.24,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.46,77.22,1005.25,-0.019999999999999574,-0.009999999999990905
2026-03-29 19:51:00.081471,30.42,77.28,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.44,77.24,1005.24,-0.019999999999999574,0.0
2026-03-29 19:51:04.474825,30.4,77.34,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.42,77.28,1005.24,-0.020000000000003126,0.0
2026-03-29 19:51:04.910986,30.4,77.36,0.0,0.0,1005.24,Cloudy,Sunny,19,6,3,29,30.4,77.34,1005.24,0.0,0.0
2026-03-29 19:51:06.357429,30.4,77.38,0.0,0.0,1005.26,Cloudy,Sunny,19,6,3,29,30.4,77.36,1005.24,0.0,0.01999999999998181
2026-03-29 19:51:08.425401,30.42,77.38,0.0,0.0,1005.27,Cloudy,Sunny,19,6,3,29,30.4,77.38,1005.26,0.020000000000003126,0.009999999999990905
2026-03-29 19:51:10.542936,30.42,77.38,0.0,0.0,1005.28,Cloudy,Sunny,19,6,3,29,30.42,77.38,1005.27,0.0,0.009999999999990905
