timestamp,Temperature,Humidity,Precipitation (%),UV Index,Pressure,Condition,Target_Condition,hour_of_day,day_of_week,month,day_of_month,temp_t1,humidity_t1,pressure_t1,temp_change,pressure_change
2026-03-04 19:39:12.089570,30.14,45.0,0.0,8.04,1012.0,Model not loaded,Unknown,19,2,3,4,30.26,44.2,1011.7,-0.120000000000001,0.2999999999999545
2026-03-04 19:39:14.091872,30.14,45.0,0.0,8.0,1011.6,Model not loaded,Unknown,19,2,3,4,30.14,45.0,1012.0,0.0,-0.39999999999997726
2026-03-04 19:39:16.093957,30.16,44.4,0.0,8.08,1011.7,Model not loaded,Unknown,19,2,3,4,30.14,45.0,1011.6,0.019999999999999574,0.10000000000002274
2026-03-04 19:39:18.096364,30.06,44.9,0.0,7.96,1011.5,Model not loaded,Unknown,19,2,3,4,30.16,44.4,1011.7,-0.10000000000000142,-0.20000000000004547
2026-03-04 19:39:20.097997,29.98,44.8,0.0,7.96,1012.0,Model not loaded,Unknown,19,2,3,4,30.06,44.9,1011.5,-0.0799999999999983,0.5
2026-03-04 19:39:22.100165,30.0,44.0,0.0,7.96,1011.7,Model not loaded,Unknown,19,2,3,4,29.98,44.8,1012.0,0.019999999999999574,-0.2999999999999545
2026-03-04 19:39:24.103146,29.98,44.0,0.0,7.88,1012.0,Model not loaded,Unknown,19,2,3,4,30.0,44.0,1011.7,-0.019999999999999574,0.2999999999999545
2026-03-04 19:39:26.105297,29.84,44.8,0.0,7.88,1011.5,Model not loaded,Unknown,19,2,3,4,29.98,44.0,1012.0,-0.14000000000000057,-0.5
2026-03-04 19:39:28.108227,29.94,44.3,0.0,7.96,1012.0,Model not loaded,Unknown,19,2,3,4,29.84,44.8,1011.5,0.10000000000000142,0.5
2026-03-04 19:39:30.109926,29.98,44.3,0.0,8.08,1011.8,Model not loaded,Unknown,19,2,3,4,29.94,44.3,1012.0,0.03999999999999915,-0.20000000000004547
2026-03-04 19:39:32.112333,29.94,44.4,0.0,7.96,1012.1,Model not loaded,Unknown,19,2,3,4,29.98,44.3,1011.8,-0.03999999999999915,0.3000000000000682
2026-03-04 19:39:34.114075,29.84,44.6,0.0,8.04,1012.1,Model not loaded,Unknown,19,2,3,4,29.94,44.4,1012.1,-0.10000000000000142,0.0
2026-03-04 19:39:36.116092,29.9,43.7,0.0,8.08,1012.2,Model not loaded,Unknown,19,2,3,4,29.84,44.6,1012.1,0.05999999999999872,0.10000000000002274
2026-03-04 19:39:38.119184,29.9,43.7,0.0,8.0,1012.2,Model not loaded,Unknown,19,2,3,4,29.9,43.7,1012.2,0.0,0.0
2026-03-04 19:39:40.120943,29.86,44.4,0.0,8.0,1011.9,Model not loaded,Unknown,19,2,3,4,29.9,43.7,1012.2,-0.03999999999999915,-0.3000000000000682
2026-03-04 19:39:42.123294,29.86,44.3,0.0,8.12,1012.2,Model not loaded,Unknown,19,2,3,4,29.86,44.4,1011.9,0.0,0.3000000000000682
2026-03-04 19:39:44.124785,29.78,43.4,0.0,8.16,1012.0,Model not loaded,Unknown,19,2,3,4,29.86,44.3,1012.2,-0.0799999999999983,-0.20000000000004547
2026-03-04 19:39:46.126969,29.7,44.0,0.0,8.08,1012.1,Model not loaded,Unknown,19,2,3,4,29.78,43.4,1012.0,-0.08000000000000185,0.10000000000002274
2026-03-04 19:39:48.129267,29.58,44.2,0.0,8.16,1012.0,Model not loaded,Unknown,19,2,3,4,29.7,44.0,1012.1,-0.120000000000001,-0.10000000000002274
2026-03-04 19:39:50.131422,29.74,44.0,0.0,8.08,1012.2,Model not loaded,Unknown,19,2,3,4,29.58,44.2,1012.0,0.16000000000000014,0.20000000000004547
2026-03-04 19:39:52.133629,29.8,44.2,0.0,8.04,1012.1,Model not loaded,Unknown,19,2,3,4,29.74,44.0,1012.2,0.060000000000002274,-0.10000000000002274
2026-03-04 19:39:54.135980,29.92,44.3,0.0,7.92,1012.4,Model not loaded,Unknown,19,2,3,4,29.8,44.2,1012.1,0.120000000000001,0.2999999999999545
2026-03-04 19:39:56.138260,30.12,44.6,0.0,7.92,1012.1,Model not loaded,Unknown,19,2,3,4,29.92,44.3,1012.4,0.1999999999999993,-0.2999999999999545
2026-03-04 21:33:06.027525,30.5,43.0,0.0,8.2,1013.5,Unknown,Unknown,21,2,3,4,30.12,44.6,1012.1,0.379999999999999,1.3999999999999773
2026-03-04 21:33:07.794075,30.4,43.5,0.0,8.3,1012.25,Unknown,Unknown,21,2,3,4,30.5,43.0,1013.5,-0.10000000000000142,-1.25
2026-03-04 21:33:09.796588,30.4,43.83,0.0,8.07,1012.0,Unknown,Unknown,21,2,3,4,30.4,43.5,1012.25,0.0,-0.25
2026-03-04 21:33:11.799595,30.42,44.12,0.0,8.05,1012.25,Unknown,Unknown,21,2,3,4,30.4,43.83,1012.0,0.020000000000003126,0.25
2026-03-04 21:33:13.800646,30.26,44.3,0.0,7.96,1012.2,Unknown,Unknown,21,2,3,4,30.42,44.12,1012.25,-0.16000000000000014,-0.049999999999954525
2026-03-04 21:33:15.803492,30.18,44.9,0.0,8.0,1011.6,Unknown,Unknown,21,2,3,4,30.26,44.3,1012.2,-0.08000000000000185,-0.6000000000000227
2026-03-04 21:33:17.806598,30.1,45.5,0.0,8.0,1011.7,Unknown,Unknown,21,2,3,4,30.18,44.9,1011.6,-0.0799999999999983,0.10000000000002274
2026-03-04 21:33:19.806751,30.02,45.1,0.0,8.08,1011.8,Unknown,Unknown,21,2,3,4,30.1,45.5,1011.7,-0.08000000000000185,0.09999999999990905
2026-03-04 21:33:21.809298,29.82,44.6,0.0,8.0,1011.8,Unknown,Unknown,21,2,3,4,30.02,45.1,1011.8,-0.1999999999999993,0.0
2026-03-04 21:33:23.811684,29.96,44.9,0.0,8.16,1011.9,Unknown,Unknown,21,2,3,4,29.82,44.6,1011.8,0.14000000000000057,0.10000000000002274
2026-03-04 21:33:25.813964,29.98,44.2,0.0,8.12,1011.9,Unknown,Unknown,21,2,3,4,29.96,44.9,1011.9,0.019999999999999574,0.0
2026-03-04 21:33:27.816008,30.1,44.0,0.0,8.08,1012.1,Unknown,Unknown,21,2,3,4,29.98,44.2,1011.9,0.120000000000001,0.20000000000004547
2026-03-04 21:33:29.819037,30.14,44.8,0.0,8.04,1012.3,Unknown,Unknown,21,2,3,4,30.1,44.0,1012.1,0.03999999999999915,0.1999999999999318
2026-03-04 21:33:31.820670,30.3,44.8,0.0,8.16,1012.1,Unknown,Unknown,21,2,3,4,30.14,44.8,1012.3,0.16000000000000014,-0.1999999999999318
2026-03-04 21:33:33.822253,30.26,44.2,0.0,8.0,1011.7,Unknown,Unknown,21,2,3,4,30.3,44.8,1012.1,-0.03999999999999915,-0.39999999999997726
2026-03-04 21:33:35.824067,30.14,45.0,0.0,8.04,1012.0,Unknown,Unknown,21,2,3,4,30.26,44.2,1011.7,-0.120000000000001,0.2999999999999545
2026-03-04 21:33:37.827005,30.14,45.0,0.0,8.0,1011.6,Unknown,Unknown,21,2,3,4,30.14,45.0,1012.0,0.0,-0.39999999999997726
2026-03-04 21:33:39.829608,30.16,44.4,0.0,8.08,1011.7,Unknown,Unknown,21,2,3,4,30.14,45.0,1011.6,0.019999999999999574,0.10000000000002274
2026-03-04 21:33:41.830986,30.06,44.9,0.0,7.96,1011.5,Unknown,Unknown,21,2,3,4,30.16,44.4,1011.7,-0.10000000000000142,-0.20000000000004547
2026-03-04 21:33:43.833255,29.98,44.8,0.0,7.96,1012.0,Unknown,Unknown,21,2,3,4,30.06,44.9,1011.5,-0.0799999999999983,0.5
2026-03-04 21:33:45.835365,30.0,44.0,0.0,7.96,1011.7,Unknown,Unknown,21,2,3,4,29.98,44.8,1012.0,0.019999999999999574,-0.2999999999999545
2026-03-04 21:33:47.837632,29.98,44.0,0.0,7.88,1012.0,Unknown,Unknown,21,2,3,4,30.0,44.0,1011.7,-0.019999999999999574,0.2999999999999545
2026-03-04 21:33:49.839900,29.84,44.8,0.0,7.88,1011.5,Unknown,Unknown,21,2,3,4,29.98,44.0,1012.0,-0.14000000000000057,-0.5
2026-03-04 21:39:10.049796,30.5,43.0,0.0,8.2,1013.5,Unknown,Unknown,21,2,3,4,29.84,44.8,1011.5,0.6600000000000001,2.0
2026-03-04 21:39:11.787783,30.4,43.5,0.0,8.3,1012.25,Unknown,Unknown,21,2,3,4,30.5,43.0,1013.5,-0.10000000000000142,-1.25
2026-03-04 21:39:13.789469,30.4,43.83,0.0,8.07,1012.0,Unknown,Unknown,21,2,3,4,30.4,43.5,1012.25,0.0,-0.25
2026-03-04 21:39:15.793940,30.42,44.12,0.0,8.05,1012.25,Unknown,Unknown,21,2,3,4,30.4,43.83,1012.0,0.020000000000003126,0.25
2026-03-04 21:39:17.826185,30.26,44.3,0.0,7.96,1012.2,Unknown,Unknown,21,2,3,4,30.42,44.12,1012.25,-0.16000000000000014,-0.049999999999954525
2026-03-04 21:39:19.795122,30.18,44.9,0.0,8.0,1011.6,Unknown,Unknown,21,2,3,4,30.26,44.3,1012.2,-0.08000000000000185,-0.6000000000000227
2026-03-04 21:39:21.797724,30.1,45.5,0.0,8.0,1011.7,Unknown,Unknown,21,2,3,4,30.18,44.9,1011.6,-0.0799999999999983,0.10000000000002274
2026-03-04 21:39:23.800764,30.02,45.1,0.0,8.08,1011.8,Unknown,Unknown,21,2,3,4,30.1,45.5,1011.7,-0.08000000000000185,0.09999999999990905
2026-03-04 21:39:25.805941,29.82,44.6,0.0,8.0,1011.8,Unknown,Unknown,21,2,3,4,30.02,45.1,1011.8,-0.1999999999999993,0.0
2026-03-04 21:39:27.801999,29.96,44.9,0.0,8.16,1011.9,Unknown,Unknown,21,2,3,4,29.82,44.6,1011.8,0.14000000000000057,0.10000000000002274
2026-03-04 21:39:29.801180,29.98,44.2,0.0,8.12,1011.9,Unknown,Unknown,21,2,3,4,29.96,44.9,1011.9,0.019999999999999574,0.0
2026-03-04 21:39:31.805211,30.1,44.0,0.0,8.08,1012.1,Unknown,Unknown,21,2,3,4,29.98,44.2,1011.9,0.120000000000001,0.20000000000004547
2026-03-04 21:39:33.807460,30.14,44.8,0.0,8.04,1012.3,Unknown,Unknown,21,2,3,4,30.1,44.0,1012.1,0.03999999999999915,0.1999999999999318
2026-03-04 21:39:35.808969,30.3,44.8,0.0,8.16,1012.1,Unknown,Unknown,21,2,3,4,30.14,44.8,1012.3,0.16000000000000014,-0.1999999999999318
2026-03-04 21:39:37.812650,30.26,44.2,0.0,8.0,1011.7,Unknown,Unknown,21,2,3,4,30.3,44.8,1012.1,-0.03999999999999915,-0.39999999999997726
2026-03-04 21:39:39.814558,30.14,45.0,0.0,8.04,1012.0,Unknown,Unknown,21,2,3,4,30.26,44.2,1011.7,-0.120000000000001,0.2999999999999545
2026-03-04 21:39:41.826975,30.14,45.0,0.0,8.0,1011.6,Unknown,Unknown,21,2,3,4,30.14,45.0,1012.0,0.0,-0.39999999999997726
2026-03-04 21:39:43.823187,30.16,44.4,0.0,8.08,1011.7,Unknown,Unknown,21,2,3,4,30.14,45.0,1011.6,0.019999999999999574,0.10000000000002274
2026-03-04 21:39:45.823968,30.06,44.9,0.0,7.96,1011.5,Unknown,Unknown,21,2,3,4,30.16,44.4,1011.7,-0.10000000000000142,-0.20000000000004547
2026-03-04 21:39:47.935572,29.98,44.8,0.0,7.96,1012.0,Unknown,Unknown,21,2,3,4,30.06,44.9,1011.5,-0.0799999999999983,0.5
2026-03-04 21:39:49.833458,30.0,44.0,0.0,7.96,1011.7,Unknown,Unknown,21,2,3,4,29.98,44.8,1012.0,0.019999999999999574,-0.2999999999999545
2026-03-04 21:39:51.835044,29.98,44.0,0.0,7.88,1012.0,Unknown,Unknown,21,2,3,4,30.0,44.0,1011.7,-0.019999999999999574,0.2999999999999545
2026-03-04 21:39:53.837900,29.84,44.8,0.0,7.88,1011.5,Unknown,Unknown,21,2,3,4,29.98,44.0,1012.0,-0.14000000000000057,-0.5
2026-03-04 21:39:55.838108,29.94,44.3,0.0,7.96,1012.0,Unknown,Unknown,21,2,3,4,29.84,44.8,1011.5,0.10000000000000142,0.5
2026-03-04 21:39:57.836943,29.98,44.3,0.0,8.08,1011.8,Unknown,Unknown,21,2,3,4,29.94,44.3,1012.0,0.03999999999999915,-0.20000000000004547
2026-03-04 21:39:59.843354,29.94,44.4,0.0,7.96,1012.1,Unknown,Unknown,21,2,3,4,29.98,44.3,1011.8,-0.03999999999999915,0.3000000000000682
2026-03-04 21:40:01.841925,29.84,44.6,0.0,8.04,1012.1,Unknown,Unknown,21,2,3,4,29.94,44.4,1012.1,-0.10000000000000142,0.0
2026-03-04 21:40:03.857033,29.9,43.7,0.0,8.08,1012.2,Unknown,Unknown,21,2,3,4,29.84,44.6,1012.1,0.05999999999999872,0.10000000000002274
2026-03-04 21:40:05.846754,29.9,43.7,0.0,8.0,1012.2,Unknown,Unknown,21,2,3,4,29.9,43.7,1012.2,0.0,0.0
2026-03-04 21:40:07.853185,29.86,44.4,0.0,8.0,1011.9,Unknown,Unknown,21,2,3,4,29.9,43.7,1012.2,-0.03999999999999915,-0.3000000000000682
2026-03-04 21:40:09.852110,29.86,44.3,0.0,8.12,1012.2,Unknown,Unknown,21,2,3,4,29.86,44.4,1011.9,0.0,0.3000000000000682
2026-03-04 21:40:11.852048,29.78,43.4,0.0,8.16,1012.0,Unknown,Unknown,21,2,3,4,29.86,44.3,1012.2,-0.0799999999999983,-0.20000000000004547
2026-03-04 21:40:13.856603,29.7,44.0,0.0,8.08,1012.1,Unknown,Unknown,21,2,3,4,29.78,43.4,1012.0,-0.08000000000000185,0.10000000000002274
2026-03-04 21:40:15.861203,29.58,44.2,0.0,8.16,1012.0,Unknown,Unknown,21,2,3,4,29.7,44.0,1012.1,-0.120000000000001,-0.10000000000002274
2026-03-04 21:40:17.863198,29.74,44.0,0.0,8.08,1012.2,Unknown,Unknown,21,2,3,4,29.58,44.2,1012.0,0.16000000000000014,0.20000000000004547
2026-03-04 21:40:19.863128,29.8,44.2,0.0,8.04,1012.1,Unknown,Unknown,21,2,3,4,29.74,44.0,1012.2,0.060000000000002274,-0.10000000000002274
2026-03-04 21:40:21.865730,29.92,44.3,0.0,7.92,1012.4,Unknown,Unknown,21,2,3,4,29.8,44.2,1012.1,0.120000000000001,0.2999999999999545
2026-03-04 21:40:23.866841,30.12,44.6,0.0,7.92,1012.1,Unknown,Unknown,21,2,3,4,29.92,44.3,1012.4,0.1999999999999993,-0.2999999999999545
2026-03-04 21:40:25.867765,30.12,44.7,0.0,8.0,1012.0,Unknown,Unknown,21,2,3,4,30.12,44.6,1012.1,0.0,-0.10000000000002274
2026-03-04 21:40:27.870674,30.1,44.8,0.0,7.96,1012.2,Unknown,Unknown,21,2,3,4,30.12,44.7,1012.0,-0.019999999999999574,0.20000000000004547
2026-03-04 21:40:29.877249,30.06,44.9,0.0,7.96,1011.9,Unknown,Unknown,21,2,3,4,30.1,44.8,1012.2,-0.0400000000000027,-0.3000000000000682
2026-03-04 21:40:31.877111,29.96,45.5,0.0,7.96,1011.5,Unknown,Unknown,21,2,3,4,30.06,44.9,1011.9,-0.09999999999999787,-0.39999999999997726
2026-03-04 21:40:33.878282,29.86,45.5,0.0,7.92,1011.6,Unknown,Unknown,21,2,3,4,29.96,45.5,1011.5,-0.10000000000000142,0.10000000000002274
2026-03-04 21:40:35.880448,29.9,46.1,0.0,7.92,1011.5,Unknown,Unknown,21,2,3,4,29.86,45.5,1011.6,0.03999999999999915,-0.10000000000002274
2026-03-04 21:40:37.885861,29.88,46.1,0.0,8.04,1011.6,Unknown,Unknown,21,2,3,4,29.9,46.1,1011.5,-0.019999999999999574,0.10000000000002274
2026-03-04 21:40:39.884074,30.06,45.9,0.0,8.0,1012.0,Unknown,Unknown,21,2,3,4,29.88,46.1,1011.6,0.17999999999999972,0.39999999999997726
2026-03-04 21:40:41.890849,30.12,45.2,0.0,8.04,1012.3,Unknown,Unknown,21,2,3,4,30.06,45.9,1012.0,0.060000000000002274,0.2999999999999545
2026-03-04 21:40:43.888871,30.18,44.4,0.0,8.16,1012.6,Unknown,Unknown,21,2,3,4,30.12,45.2,1012.3,0.05999999999999872,0.3000000000000682
2026-03-04 21:40:45.891234,30.22,43.7,0.0,8.0,1012.5,Unknown,Unknown,21,2,3,4,30.18,44.4,1012.6,0.03999999999999915,-0.10000000000002274
2026-03-04 21:40:47.894009,30.14,43.1,0.0,8.04,1012.2,Unknown,Unknown,21,2,3,4,30.22,43.7,1012.5,-0.0799999999999983,-0.2999999999999545
2026-03-04 21:40:49.902149,30.02,43.0,0.0,8.08,1011.6,Unknown,Unknown,21,2,3,4,30.14,43.1,1012.2,-0.120000000000001,-0.6000000000000227
2026-03-04 21:40:51.897203,29.98,43.2,0.0,8.08,1011.8,Unknown,Unknown,21,2,3,4,30.02,43.0,1011.6,-0.03999999999999915,0.1999999999999318
2026-03-04 21:40:53.901864,30.02,43.1,0.0,8.04,1011.7,Unknown,Unknown,21,2,3,4,29.98,43.2,1011.8,0.03999999999999915,-0.09999999999990905
2026-03-04 21:40:55.901539,29.94,43.5,0.0,8.12,1011.5,Unknown,Unknown,21,2,3,4,30.02,43.1,1011.7,-0.0799999999999983,-0.20000000000004547
2026-03-04 21:40:57.909355,29.92,43.8,0.0,8.0,1011.4,Unknown,Unknown,21,2,3,4,29.94,43.5,1011.5,-0.019999999999999574,-0.10000000000002274
2026-03-04 21:40:59.910042,29.92,44.8,0.0,7.88,1011.8,Unknown,Unknown,21,2,3,4,29.92,43.8,1011.4,0.0,0.39999999999997726
2026-03-04 21:41:01.912489,29.96,45.3,0.0,8.0,1011.3,Unknown,Unknown,21,2,3,4,29.92,44.8,1011.8,0.03999999999999915,-0.5
2026-03-04 21:41:03.911899,29.84,46.1,0.0,7.96,1011.1,Unknown,Unknown,21,2,3,4,29.96,45.3,1011.3,-0.120000000000001,-0.1999999999999318
2026-03-04 21:41:05.915683,29.98,45.6,0.0,7.88,1011.7,Unknown,Unknown,21,2,3,4,29.84,46.1,1011.1,0.14000000000000057,0.6000000000000227
2026-03-04 21:41:07.916504,30.06,45.3,0.0,7.96,1011.6,Unknown,Unknown,21,2,3,4,29.98,45.6,1011.7,0.0799999999999983,-0.10000000000002274
2026-03-04 21:41:09.916500,30.1,45.0,0.0,7.96,1011.6,Unknown,Unknown,21,2,3,4,30.06,45.3,1011.6,0.0400000000000027,0.0
2026-03-04 21:41:11.919170,30.1,45.1,0.0,7.84,1011.7,Unknown,Unknown,21,2,3,4,30.1,45.0,1011.6,0.0,0.10000000000002274
2026-03-04 21:41:13.924629,30.04,44.9,0.0,7.92,1012.0,Unknown,Unknown,21,2,3,4,30.1,45.1,1011.7,-0.060000000000002274,0.2999999999999545
2026-03-04 21:41:15.924697,29.92,45.0,0.0,7.96,1011.9,Unknown,Unknown,21,2,3,4,30.04,44.9,1012.0,-0.11999999999999744,-0.10000000000002274
2026-03-04 21:41:17.930845,29.78,45.2,0.0,7.88,1012.1,Unknown,Unknown,21,2,3,4,29.92,45.0,1011.9,-0.14000000000000057,0.20000000000004547
2026-03-04 21:41:19.930397,29.78,44.9,0.0,8.04,1011.7,Unknown,Unknown,21,2,3,4,29.78,45.2,1012.1,0.0,-0.39999999999997726
2026-03-04 21:41:21.931357,29.72,44.8,0.0,8.16,1012.0,Unknown,Unknown,21,2,3,4,29.78,44.9,1011.7,-0.060000000000002274,0.2999999999999545
2026-03-04 21:41:23.932564,29.9,44.4,0.0,8.08,1011.6,Unknown,Unknown,21,2,3,4,29.72,44.8,1012.0,0.17999999999999972,-0.39999999999997726
2026-03-04 21:41:25.935051,30.0,44.9,0.0,8.2,1011.2,Unknown,Unknown,21,2,3,4,29.9,44.4,1011.6,0.10000000000000142,-0.39999999999997726
2026-03-04 21:41:27.942200,30.16,45.0,0.0,8.16,1011.5,Unknown,Unknown,21,2,3,4,30.0,44.9,1011.2,0.16000000000000014,0.2999999999999545
2026-03-04 21:41:29.940792,30.12,44.9,0.0,8.16,1011.9,Unknown,Unknown,21,2,3,4,30.16,45.0,1011.5,-0.03999999999999915,0.39999999999997726
2026-03-04 21:41:31.946764,30.14,44.2,0.0,8.12,1011.8,Unknown,Unknown,21,2,3,4,30.12,44.9,1011.9,0.019999999999999574,-0.10000000000002274
2026-03-04 21:41:33.949220,30.1,43.9,0.0,8.2,1011.9,Unknown,Unknown,21,2,3,4,30.14,44.2,1011.8,-0.03999999999999915,0.10000000000002274
2026-03-04 21:41:35.950193,30.06,43.2,0.0,8.12,1011.9,Unknown,Unknown,21,2,3,4,30.1,43.9,1011.9,-0.0400000000000027,0.0
2026-03-04 21:41:37.949987,30.06,42.9,0.0,8.12,1011.4,Unknown,Unknown,21,2,3,4,30.06,43.2,1011.9,0.0,-0.5
2026-03-04 21:41:39.952582,30.04,42.6,0.0,7.96,1011.4,Unknown,Unknown,21,2,3,4,30.06,42.9,1011.4,-0.019999999999999574,0.0
2026-03-04 21:41:41.953465,30.16,42.7,0.0,7.84,1011.1,Unknown,Unknown,21,2,3,4,30.04,42.6,1011.4,0.120000000000001,-0.2999999999999545
2026-03-04 21:41:43.955052,30.16,42.7,0.0,7.68,1011.1,Unknown,Unknown,21,2,3,4,30.16,42.7,1011.1,0.0,0.0
2026-03-04 21:41:45.958405,30.24,43.6,0.0,7.72,1011.4,Unknown,Unknown,21,2,3,4,30.16,42.7,1011.1,0.0799999999999983,0.2999999999999545
2026-03-04 21:41:47.961134,30.16,43.6,0.0,7.84,1012.0,Unknown,Unknown,21,2,3,4,30.24,43.6,1011.4,-0.0799999999999983,0.6000000000000227
2026-03-04 21:41:49.962754,30.12,44.0,0.0,7.96,1012.1,Unknown,Unknown,21,2,3,4,30.16,43.6,1012.0,-0.03999999999999915,0.10000000000002274
2026-03-04 21:41:51.971260,30.0,44.0,0.0,8.08,1012.1,Unknown,Unknown,21,2,3,4,30.12,44.0,1012.1,-0.120000000000001,0.0
2026-03-04 21:41:53.968195,29.96,45.0,0.0,8.24,1012.4,Unknown,Unknown,21,2,3,4,30.0,44.0,1012.1,-0.03999999999999915,0.2999999999999545
2026-03-04 21:41:55.969256,29.9,45.1,0.0,8.24,1012.3,Unknown,Unknown,21,2,3,4,29.96,45.0,1012.4,-0.060000000000002274,-0.10000000000002274
2026-03-04 21:41:57.972072,30.02,45.4,0.0,8.12,1011.9,Unknown,Unknown,21,2,3,4,29.9,45.1,1012.3,0.120000000000001,-0.39999999999997726
2026-03-04 21:41:59.979806,30.02,45.6,0.0,8.0,1011.5,Unknown,Unknown,21,2,3,4,30.02,45.4,1011.9,0.0,-0.39999999999997726
2026-03-04 21:42:01.975257,30.04,46.1,0.0,7.88,1011.5,Unknown,Unknown,21,2,3,4,30.02,45.6,1011.5,0.019999999999999574,0.0
2026-03-04 21:42:03.979264,30.0,45.5,0.0,7.84,1011.4,Unknown,Unknown,21,2,3,4,30.04,46.1,1011.5,-0.03999999999999915,-0.10000000000002274
2026-03-04 21:42:05.987130,30.04,44.8,0.0,7.88,1011.4,Unknown,Unknown,21,2,3,4,30.0,45.5,1011.4,0.03999999999999915,0.0
2026-03-04 21:42:07.984578,29.84,44.6,0.0,8.04,1011.5,Unknown,Unknown,21,2,3,4,30.04,44.8,1011.4,-0.1999999999999993,0.10000000000002274
2026-03-04 21:44:40.887244,30.5,43.0,0.0,8.2,1013.5,Unknown,Unknown,21,2,3,4,29.84,44.6,1011.5,0.6600000000000001,2.0
2026-03-04 21:44:42.670733,30.4,43.5,0.0,8.3,1012.25,Unknown,Unknown,21,2,3,4,30.5,43.0,1013.5,-0.10000000000000142,-1.25
2026-03-04 21:44:44.673912,30.4,43.83,0.0,8.07,1012.0,Unknown,Unknown,21,2,3,4,30.4,43.5,1012.25,0.0,-0.25
2026-03-04 21:44:46.674986,30.42,44.12,0.0,8.05,1012.25,Unknown,Unknown,21,2,3,4,30.4,43.83,1012.0,0.020000000000003126,0.25
2026-03-04 21:44:48.676729,30.26,44.3,0.0,7.96,1012.2,Unknown,Unknown,21,2,3,4,30.42,44.12,1012.25,-0.16000000000000014,-0.049999999999954525
2026-03-04 21:44:50.677957,30.18,44.9,0.0,8.0,1011.6,Unknown,Unknown,21,2,3,4,30.26,44.3,1012.2,-0.08000000000000185,-0.6000000000000227
2026-03-04 21:44:52.686849,30.1,45.5,0.0,8.0,1011.7,Unknown,Unknown,21,2,3,4,30.18,44.9,1011.6,-0.0799999999999983,0.10000000000002274
2026-03-04 21:44:54.684829,30.02,45.1,0.0,8.08,1011.8,Unknown,Unknown,21,2,3,4,30.1,45.5,1011.7,-0.08000000000000185,0.09999999999990905
2026-03-04 21:44:56.685256,29.82,44.6,0.0,8.0,1011.8,Unknown,Unknown,21,2,3,4,30.02,45.1,1011.8,-0.1999999999999993,0.0
2026-03-04 21:44:58.688988,29.96,44.9,0.0,8.16,1011.9,Unknown,Unknown,21,2,3,4,29.82,44.6,1011.8,0.14000000000000057,0.10000000000002274
2026-03-04 21:45:00.691184,29.98,44.2,0.0,8.12,1011.9,Unknown,Unknown,21,2,3,4,29.96,44.9,1011.9,0.019999999999999574,0.0
